"logFC"	"AveExpr"	"t"	"P.Value"	"adj.P.Val"	"B"	"gene_ID"
"246620_at"	-0.629482858487057	4.29310647896322	-2.68550086736695	0.0245605996755463	0.362372107761456	-3.62790761825582	"AT5G36220"
"248364_at"	0.202475738223692	3.60168213023373	2.68360405971116	0.0246377313155544	0.36280610155442	-3.63094549747972	"AT5G52490"
"249510_at"	0.216598185605007	5.09464053565422	2.68420126749004	0.0246134201814481	0.36280610155442	-3.62998904440458	"AT5G38510"
"252665_at"	0.324748330749224	6.88860629395077	2.6837005447239	0.0246338019635361	0.36280610155442	-3.63079097395953	"AT3G44140"
"255837_at"	0.307816139953599	5.98390662287109	2.68196709125522	0.0247044933038293	0.363554511135707	-3.63356707656449	"AT2G33460"
"248229_at"	0.220444967047215	3.52329853820266	2.67977395785104	0.0247942239977835	0.363582758028567	-3.63707912773413	"AT5G53810"
"250571_at"	-0.316300920334666	6.87079227806695	-2.67986080003818	0.0247906646604192	0.363582758028567	-3.63694006470931	"AT5G08200"
"252315_at"	0.294970059332189	9.08842648955673	2.67920090989811	0.0248177240221071	0.363582758028567	-3.63799675689435	"AT3G48690"
"255896_at"	0.275362443521453	3.5558287538886	2.67898636153497	0.0248265281775601	0.363582758028567	-3.63834031156273	"AT1G17800"
"256839_at"	0.359216446621594	7.32861695454452	2.67974123801839	0.0247955651953755	0.363582758028567	-3.6371315228911	"AT3G22930"
"259217_at"	0.226058872436227	3.38316768417611	2.67968572436755	0.0247978408870897	0.363582758028567	-3.63722041828045	"AT3G03620"
"261478_at"	0.219462170189941	4.05572581590335	2.67880605269504	0.0248339297241783	0.363582758028567	-3.63862903687537	"AT1G14520"
"264697_at"	0.389177364017477	6.40066640724517	2.67889136412648	0.0248304274746749	0.363582758028567	-3.63849242942234	"AT1G70210"
"258477_at"	-0.322974439851129	4.13800324690677	-2.67480898548019	0.0249985791002699	0.365524095690484	-3.64502902807217	"AT3G02680"
"267530_at"	0.436360892384434	5.48328080027239	2.67491886790522	0.0249940380814887	0.365524095690484	-3.64485309878622	"AT2G41890"
"254657_s_at"	0.232386520601513	3.48307938071165	2.67382120920435	0.0250394374708467	0.365684287850923	-3.64661049647841	"AT4G18210"
"260649_at"	0.20909372862688	3.63552422355645	2.67338191468921	0.0250576300706266	0.365684287850923	-3.6473138073255	"AT1G08080"
"266123_at"	0.39281870945701	8.3047133015776	2.67373666186472	0.0250429378131159	0.365684287850923	-3.64674585763907	"AT2G45180"
"253987_at"	-0.428052841803978	6.25392672499778	-2.67294486357048	0.0250757429890811	0.36571464039702	-3.64801351617877	"AT4G26270"
"245501_at"	0.263401833488714	3.61873158891321	2.66746845012191	0.0253038266673104	0.365789009379138	-3.65678024811004	"AT4G15620"
"249072_at"	-0.338950106663407	7.37920387634922	-2.66904921791954	0.0252377764044405	0.365789009379138	-3.65424989787916	"AT5G44060"
"249248_at"	0.276332306867932	8.66473917614088	2.66950179202813	0.025218898220513	0.365789009379138	-3.65352543281282	"AT5G42320"
"250241_at"	0.305315611731531	3.4766603293861	2.66747536767855	0.0253035372472622	0.365789009379138	-3.65676917541119	"AT5G13600"
"252200_at"	-0.41768111044339	5.92667575175489	-2.66980524881665	0.0252062481265967	0.365789009379138	-3.65303966333026	"AT3G50280"
"253413_at"	0.29148357662953	5.62765966903206	2.67012592294098	0.0251928872506573	0.365789009379138	-3.65252632709081	"AT4G33020"
"253911_at"	0.270104848466396	3.49133671269108	2.66738081768954	0.0253074933638514	0.365789009379138	-3.6569205181499	"AT4G27300"
"254138_at"	0.225392150963735	3.41217402310369	2.67223456363213	0.0251052084531289	0.365789009379138	-3.64915066814583	"AT4G24950"
"254149_at"	0.209877512253013	3.92575334735637	2.66704887324008	0.0253213873656142	0.365789009379138	-3.65745184567049	"AT4G24300"
"255525_at"	0.267614146747567	8.0785840108692	2.67154985029389	0.0251336455476061	0.365789009379138	-3.65024683148168	"AT4G02340"
"260886_at"	0.259403383253792	5.30866013655924	2.66960293543791	0.025214681180736	0.365789009379138	-3.65336352438465	"AT1G29200"
"262381_at"	-1.03873713105083	5.15397231684932	-2.6687045515555	0.0252521629963942	0.365789009379138	-3.65480162038933	"AT1G72900"
"262883_at"	0.394125187391925	9.60473888580517	2.66854580449752	0.025258791979086	0.365789009379138	-3.65505573154288	"AT1G64780"
"263840_at"	-0.286388949099756	8.12641550886718	-2.66808632430149	0.0252779889070278	0.365789009379138	-3.65579122737747	"AT2G36885"
"265260_at"	-1.77452403239416	7.12169442456965	-2.67144105883794	0.0251381667963585	0.365789009379138	-3.65042099429473	"AT2G43000"
"247920_at"	-0.523677235280468	4.75809753123358	-2.66503668589943	0.0254057749935095	0.366659902218354	-3.66067252603252	"AT5G57670"
"250045_at"	0.389421983805729	5.35164210745655	2.66449425901828	0.0254285718903237	0.366659902218354	-3.66154068859724	"AT5G17700"
"253120_at"	-0.239038832962818	9.62249074754565	-2.66417011846564	0.0254422045762475	0.366659902218354	-3.66205947265612	"AT4G35790"
"254318_at"	-0.370141308924741	9.05327822677129	-2.66408056829798	0.0254459721706117	0.366659902218354	-3.66220279585866	"AT4G22530"
"250663_at"	0.219652550039889	8.31670856041823	2.66279416653842	0.0255001563210546	0.366794620348591	-3.66426160557324	"AT5G07110"
"252677_at"	-0.285784760764394	10.4655651045416	-2.66271338394892	0.0255035628177495	0.366794620348591	-3.66439089019832	"AT3G44320"
"264226_at"	-0.294444418606534	6.61255623578098	-2.66278608718864	0.0255004969960891	0.366794620348591	-3.66427453579813	"AT1G67510"
"258752_at"	-0.405681830366047	5.81729467351249	-2.66186158710916	0.0255395099006393	0.367080164356385	-3.66575408514032	"AT3G09520"
"253646_at"	-0.268087284002411	9.17978631714272	-2.66147803546848	0.0255557130099766	0.36708174669872	-3.6663678984083	"AT4G29810"
"251774_at"	-0.428303474158761	4.69315022626087	-2.66107064809421	0.0255729344006245	0.367097944416768	-3.66701984780113	"AT3G55840"
"249174_at"	0.310651133812621	4.46296624630355	2.65983827797845	0.0256251013051719	0.367615447025767	-3.66899197434566	"AT5G42900"
"245249_at"	-0.211360679434025	10.4618365438018	-2.65911496473661	0.0256557694653855	0.367637517410303	-3.67014943126493	"AT4G16760"
"253454_at"	0.409788082104863	5.60106931367687	2.65864138440141	0.0256758690878442	0.367637517410303	-3.6709072454724	"AT4G31875"
"260227_at"	0.2095522374053	7.61930280374339	2.65852421946048	0.0256808442310911	0.367637517410303	-3.67109472857975	"AT1G74450"
"262342_at"	0.217152231859622	4.8869334326995	2.65828254906482	0.0256911092832978	0.367637517410303	-3.67148143831894	"AT1G64150"
"263955_at"	-0.219940285745646	5.93718968855529	-2.65787460568576	0.025708446228415	0.367654958288492	-3.67213420271077	"AT2G36010"
"258151_at"	0.68647846512166	4.48595673873872	2.65656101780891	0.0257643517324711	0.367762742814559	-3.67423605489427	"AT3G18080"
"262234_at"	0.194182071222122	6.38803185926124	2.65658496093074	0.0257633316328838	0.367762742814559	-3.6741977447618	"AT1G48270"
"265547_at"	0.332407941173661	4.36508365726458	2.65706052877659	0.0257430784340132	0.367762742814559	-3.67343680671063	"AT2G28305"
"247167_at"	0.24478026034522	4.44586484862878	2.65612352801606	0.025782998202191	0.367798742333944	-3.6749360534734	"AT5G65850"
"261345_at"	-0.288526884138889	5.55042246054037	-2.65395947774161	0.0258754333502762	0.368886646699875	-3.67839844319699	"AT1G79760"
"264541_at"	0.243335750705458	3.66084068003471	2.65209759052789	0.0259552289640296	0.369793112223307	-3.68137716426601	"AT1G55660"
"250900_at"	0.257747672045447	7.04987720700657	2.65170582950597	0.0259720503448782	0.369801790491056	-3.68200389296865	"AT5G03470"
"246790_at"	-0.215913196168311	4.72937498759178	-2.65064494200757	0.026017657718129	0.370220070212428	-3.68370102630589	"AT5G27610"
"264626_at"	0.224940880852695	5.15867652710088	2.64916724356059	0.0260813181344158	0.370894555265601	-3.6860648324996	"AT1G65620"
"248200_at"	0.269237253381936	12.1505092784083	2.64731031167944	0.0261615386236331	0.371803548912817	-3.68903509485049	"AT5G54160"
"253142_at"	0.331836653745314	4.05511906539474	2.64654708366129	0.0261945824803534	0.371810189076992	-3.69025585862741	"AT4G35520"
"254367_at"	-0.2187308412479	5.94627525641584	-2.64654652964514	0.0261946064816627	0.371810189076992	-3.6902567447493	"AT4G21700"
"251811_at"	0.23775737051483	7.24138001413571	2.64330418071058	0.0263354526445948	0.373576912203487	-3.69544240322543	"AT3G54990"
"252534_at"	-0.265667524470301	5.01316107341109	-2.64275205034003	0.0263595127721114	0.37368582121309	-3.69632538995833	"AT3G46130"
"259992_at"	-0.341825569714135	5.69384541904945	-2.64227661782194	0.0263802483697384	0.373717022357162	-3.69708570364725	"AT1G67970"
"266645_at"	0.195266764099423	3.2280018856422	2.64195049359627	0.0263944815001047	0.373717022357162	-3.69760723479964	"AT2G29880"
"264321_at"	-0.24982438193459	8.25026436215839	-2.64118491000421	0.0264279244487013	0.373958409847939	-3.69883151442169	"AT1G04200"
"262137_at"	0.244070272807322	8.38408766879686	2.64029742735809	0.0264667456739227	0.374275554136501	-3.70025068277501	"AT1G77920"
"249354_at"	0.203905897112233	7.4942405709952	2.6394548444418	0.0265036559444389	0.374565298694331	-3.70159800675969	"AT5G40480"
"247268_at"	-0.273055764916286	7.21449946737919	-2.63591939868108	0.0266590954278914	0.374709063161366	-3.70725084040814	"AT5G64080"
"247715_at"	0.272749129093451	5.7703747701593	2.63626213676211	0.0266439865397308	0.374709063161366	-3.70670287015477	"AT5G59360"
"248873_at"	0.251127461398842	3.63936094888789	2.63767657620438	0.026581725021253	0.374709063161366	-3.70444138312915	"AT5G46450"
"249102_at"	0.358910465739346	3.60895692049635	2.6362229081133	0.0266457154156707	0.374709063161366	-3.70676558936615	"AT5G43590"
"252717_at"	0.240837634230662	4.26870057260389	2.63556455200159	0.0266747471788271	0.374709063161366	-3.70781816204624	"AT3G43930"
"258742_at"	-0.348592607921027	6.98982625058718	-2.63659507738863	0.0266293177997159	0.374709063161366	-3.70617055695239	"AT3G05800"
"260239_at"	-1.11177793493267	6.71406665855791	-2.63728002765545	0.0265991657182647	0.374709063161366	-3.70507542048904	"AT1G74360"
"260825_at"	0.273491101377099	3.26613400979738	2.63786748903158	0.0265733325413999	0.374709063161366	-3.7041361310527	"AT1G06810"
"266785_at"	0.494128106894771	5.90740561538196	2.63697358964284	0.0266126511269682	0.374709063161366	-3.70556537424311	"AT2G28970"
"266891_at"	-0.283434790286957	5.5510642435836	-2.63548850898124	0.0266781025240709	0.374709063161366	-3.70793973703508	"AT2G44690"
"245742_at"	-0.199434553830474	10.6898834920868	-2.63318102452027	0.0267801208092647	0.374868953941394	-3.71162868896063	"AT1G44170"
"248044_at"	-0.251129239692946	6.8667140855629	-2.63371014299589	0.0267566928549065	0.374868953941394	-3.71078282275314	"AT5G56020"
"250145_at"	-0.214468177075487	7.84998586056641	-2.63475269101893	0.0267105919158722	0.374868953941394	-3.70911611868212	"AT5G14690"
"263352_at"	-0.317378736864192	8.27268612573947	-2.63401236178498	0.0267433206639617	0.374868953941394	-3.71029967779422	"AT2G22080"
"265185_at"	0.232550297429404	3.50950089675401	2.63440217060543	0.0267260828269926	0.374868953941394	-3.70967649755718	"AT1G23670"
"265656_at"	0.288605229454202	10.0535935661499	2.63300108572622	0.026788092719179	0.374868953941394	-3.71191634094105	"AT2G13820"
"250580_at"	-0.318232792001794	11.629595089888	-2.63146963553674	0.0268560379192709	0.375083400534663	-3.71436444831659	"AT5G07440"
"257877_at"	0.227250954026131	3.65699587797457	2.63117359264074	0.0268691923048505	0.375083400534663	-3.71483767169705	"AT3G17140"
"258572_at"	0.241789930481951	3.46027968739745	2.63166496719824	0.026847362088457	0.375083400534663	-3.7140522083343	"AT3G04270"
"260540_at"	-0.424903922193191	6.48249832251682	-2.63196534861194	0.0268340258783543	0.375083400534663	-3.71357204026158	"AT2G43500"
"257179_at"	-0.221545102518002	4.31473309868326	-2.62981099252988	0.0269298217420205	0.375470191892107	-3.71701570918646	"AT3G13170"
"262649_at"	-0.541835280040291	8.41911096694431	-2.63012834353959	0.0269156888041479	0.375470191892107	-3.71650845272738	"AT1G14040"
"264387_at"	-0.21263966204525	2.93559858845795	-2.6279258632134	0.0270139282031383	0.376412768670486	-3.72002877983466	"AT1G11990"
"254693_at"	0.348334316813045	5.97941628131983	2.62748727684302	0.0270335339051272	0.376455988019506	-3.72072975497331	"AT4G17880"
"249838_at"	0.215525395426961	5.83116412962651	2.62559656101139	0.0271182166391655	0.377404833153974	-3.72375146574564	"AT5G23460"
"266008_at"	0.309473237616399	4.69638439417834	2.62461023458148	0.0271624987248841	0.377790607265005	-3.7253277024345	"AT2G37390"
"250752_at"	-0.315774273046165	7.7599242138376	-2.62296653439439	0.0272364558003921	0.37794350834901	-3.72795433649828	"AT5G05690"
"254014_at"	-1.07894729045607	4.69097605152189	-2.62371981887176	0.0272025372304414	0.37794350834901	-3.72675060975368	"AT4G26120"
"259893_at"	0.22382996826074	3.29583167347567	2.62358809976537	0.0272084651573848	0.37794350834901	-3.72696109580093	"AT1G71390"
"266716_at"	-0.223695534050167	6.98040666826383	-2.62289300645299	0.0272397688612789	0.37794350834901	-3.7280718299824	"AT2G46820"
"250624_at"	-0.429644693637721	4.16832504005732	-2.62182836064248	0.0272877856534539	0.378379568848196	-3.72977303303011	"AT5G07330"
"255440_at"	-0.230267849580039	6.72069005918316	-2.62142203857638	0.0273061336824341	0.378403954615019	-3.73042227707882	"AT4G02530"
"250049_at"	0.371977420595609	5.60586992779034	2.62011617308952	0.027365185823768	0.378992039247205	-3.73250878635106	"AT5G17780"
"249495_at"	-0.33883933621296	4.00679659287473	-2.61969562052976	0.0273842308091738	0.379025670362412	-3.73318071983939	"AT5G39100"
"247478_at"	0.832538753765412	4.89516063466837	2.61925911663999	0.0274040122474663	0.379069447765134	-3.73387812671228	"AT5G62360"
"252335_at"	0.192660667704449	7.42203464417577	2.61801092791374	0.0274606568057285	0.379238431966165	-3.73587229950649	"AT3G48860"
"255286_at"	0.257876551015266	4.90738996256727	2.61789097753156	0.0274661065150419	0.379238431966165	-3.73606393303221	"AT4G04650"
"255840_at"	0.208326218076429	4.35197766014822	2.61832480575454	0.0274464015250951	0.379238431966165	-3.73537084154003	"AT2G33520"
"251145_at"	-0.227316595545454	7.94806790254392	-2.61737505998155	0.0274895586037998	0.37933262658964	-3.73688815512011	"AT3G63500"
"245156_at"	-0.355418589705384	7.26971854327444	-2.61527561131836	0.0275852010443674	0.380279146852624	-3.74024201430892	"AT5G12480"
"246041_at"	-0.339193741493254	8.39669041750303	-2.61464535024773	0.027613978396991	0.380279146852624	-3.74124879410537	"AT5G19290"
"253514_at"	0.256304116547534	3.16060201912733	2.61398571930371	0.0276441290607347	0.380279146852624	-3.74230245994374	"AT4G31805"
"253708_at"	-0.205257431442236	8.46599207990656	-2.61338174937865	0.0276717645502172	0.380279146852624	-3.7432671888252	"AT4G29210"
"256037_at"	0.203157368384996	3.43141693211217	2.61331430196154	0.0276748524232948	0.380279146852624	-3.74337492187385	"AT1G19160"
"260939_at"	0.230708251276957	5.99954951206166	2.6138191622098	0.027651747344046	0.380279146852624	-3.74256850624756	"AT1G45180"
"262531_at"	0.249254931586586	4.25112367389781	2.61415077434563	0.0276365815609156	0.380279146852624	-3.74203881101167	"AT1G17230"
"262743_at"	-0.383269352437653	6.7609765970585	-2.61248573458616	0.0277128140931851	0.380571516836576	-3.74469835797688	"AT1G29020"
"254453_at"	-0.424638692833024	6.29743071506671	-2.61142803800336	0.0277613495627931	0.381008654348563	-3.74638770300351	"AT4G21120"
"257763_s_at"	-0.631264613276489	3.4674912868202	-2.61104908449687	0.027778759707891	0.381018345722786	-3.746992945646	"AT3G23110"
"248622_at"	0.477884429542616	8.08122958037333	2.60984961367264	0.0278339389480113	0.38131660504753	-3.74890860467104	"AT5G49360"
"250533_at"	-0.193406559881155	11.6314759820885	-2.60997757395371	0.0278280471515464	0.38131660504753	-3.74870424581688	"AT5G08640"
"252352_at"	0.234096845204637	6.07322708390963	2.60834105777415	0.0279034933282305	0.381697241774446	-3.75131775541453	"AT3G48185"
"257135_at"	0.534587007209895	4.47157512150811	2.60796874762212	0.0279206861196325	0.381697241774446	-3.75191230673642	"AT3G12900"
"260183_at"	0.242669447188542	3.38331777352578	2.60853872401999	0.0278943696826976	0.381697241774446	-3.751002093288	"AT1G35970"
"263787_at"	0.349500119896188	7.38662767125505	2.60779618739108	0.0279286583306248	0.381697241774446	-3.75218786911677	"AT2G46420"
"247404_at"	0.371353564426352	9.00982168670056	2.60626013647785	0.0279997240490351	0.381753559807824	-3.75464070390963	"AT5G62890"
"249626_at"	-0.586790985949237	8.06815235739601	-2.60641411939973	0.0279925918160337	0.381753559807824	-3.75439482467745	"AT5G37540"
"256111_at"	0.219006976708223	3.9775394384858	2.60645678648187	0.0279906158704743	0.381753559807824	-3.75432669377445	"AT1G16820"
"257874_at"	0.259291023806297	5.71732585856575	2.60710466107166	0.0279606294996682	0.381753559807824	-3.7532921500634	"AT3G17110"
"263365_at"	0.325849734511352	5.59243583584994	2.60546198536311	0.0280367223313926	0.382029651361449	-3.75591516083344	"AT2G20550"
"264417_at"	0.227922511162316	4.27041534187992	2.60506501521901	0.0280551421494354	0.382052413390222	-3.75654901046758	"AT1G43220"
"266612_at"	-0.26581293261862	4.98877308443875	-2.60428121108628	0.0280915471421467	0.382319922620743	-3.75780049193127	"AT2G14860"
"246386_at"	-0.190108672471699	4.35014786260018	-2.60336331264461	0.0281342406455879	0.382444594234721	-3.75926602238959	"AT1G77410"
"250477_at"	-0.195929280152215	6.86650450048188	-2.60348913668666	0.0281283844385611	0.382444594234721	-3.75906513342484	"AT5G10190"
"253569_at"	0.305215243086948	7.89218307101305	2.60269298176425	0.028165460377391	0.382640947711905	-3.76033624433191	"AT4G31250"
"247165_at"	0.349858635529724	6.38638412558283	2.60200949656994	0.028197328559416	0.382683327277907	-3.76142743440563	"AT5G65790"
"247693_at"	-0.490960188610286	7.53436465330881	-2.60190650349686	0.0282021338515634	0.382683327277907	-3.76159186080802	"AT5G59730"
"245859_at"	-0.2881177220371	6.30966155912717	-2.6008244324878	0.0282526691633385	0.383141131757284	-3.76331931915059	"AT5G28290"
"252313_at"	-0.223663767196895	8.1738184652984	-2.59753744452505	0.0284067374264503	0.383476824756565	-3.76856626398018	"AT3G49390"
"254158_at"	-0.740431312640336	8.77447069720175	-2.59896897399533	0.0283395351575574	0.383476824756565	-3.76628124315886	"AT4G24380"
"258894_at"	-0.203748673601604	3.49959346795858	-2.59832878767385	0.0283695685670659	0.383476824756565	-3.76730313323194	"AT3G05650"
"259024_at"	0.233019480208283	3.32372590375641	2.59723838143413	0.028420796940303	0.383476824756565	-3.76904361223584	"AT3G33064"
"259134_at"	-0.324374646256906	6.64946386105815	-2.59747359154213	0.0284097386881995	0.383476824756565	-3.76866818319626	"AT3G05390"
"263377_at"	0.27663563253193	3.92956396244341	2.59788382170703	0.0283904623115653	0.383476824756565	-3.76801338729629	"AT2G40220"
"264822_at"	-0.181236779344424	7.30601563299309	-2.59706972027442	0.0284287290952807	0.383476824756565	-3.76931281710161	"AT1G03457"
"265110_at"	0.208204103695015	3.32009370002039	2.5973516794803	0.0284154697663801	0.383476824756565	-3.76886277282766	"AT1G62490"
"266720_s_at"	0.436139235034272	4.66541721393636	2.59909088492579	0.028333819501387	0.383476824756565	-3.76608664082281	"AT2G46790"
"254196_at"	0.230002319990594	4.07891893184141	2.59563770072247	0.0284961667125733	0.384159316024703	-3.77159841933059	"AT4G24030"
"245840_at"	-0.531238827890756	5.56015607240861	-2.59413881240817	0.028566925292504	0.384204932737038	-3.77399058551875	"AT1G58420"
"256933_at"	0.277187388644261	11.9386731208982	2.59425209693769	0.0285615712749175	0.384204932737038	-3.77380979376281	"AT3G22600"
"261329_at"	0.234765023386104	3.90412778884037	2.5945601867603	0.0285470155226375	0.384204932737038	-3.77331810571661	"AT1G44890"
"262717_s_at"	0.553160906444203	6.81613584935238	2.59465897541227	0.0285423498131477	0.384204932737038	-3.77316044500316	"AT1G16410"
"258221_at"	-0.237668137745546	8.99282673399764	-2.59190683732231	0.0286726177765725	0.38517220935431	-3.77755241774902	"AT3G29160"
"264867_at"	-0.455338950279551	7.89021283625433	-2.5920341357472	0.0286665791785197	0.38517220935431	-3.77734928233702	"AT1G24150"
"249393_at"	-0.698268159320394	7.45821033656892	-2.58734954470104	0.028889642522273	0.386157970604987	-3.78482387165842	"AT5G40170"
"249417_at"	-1.39043187484478	5.75165453584848	-2.58842646816569	0.0288382097002561	0.386157970604987	-3.78310571341469	"AT5G39670"
"252672_at"	0.204787079028721	3.50149174600905	2.58878622254517	0.0288210486494106	0.386157970604987	-3.78253173001168	"AT3G44230"
"253324_at"	-0.313285711958478	7.62873799541948	-2.58800404520819	0.0288583732572612	0.386157970604987	-3.78377967111379	"AT4G33940"
"255831_at"	0.205305895026782	3.37842702091218	2.58718072939248	0.0288977133140685	0.386157970604987	-3.78509319697619	"AT2G33350"
"259163_at"	0.262723752319027	5.11653262546566	2.58699090446959	0.0289067912428102	0.386157970604987	-3.78539603809832	"AT3G01490"
"261308_at"	0.333584048608011	7.36355472373709	2.58800788898628	0.0288581897180933	0.386157970604987	-3.78377353859222	"AT1G48480"
"262887_at"	0.417217476975114	8.15498551006908	2.58817483279153	0.0288502193345319	0.386157970604987	-3.78350718849449	"AT1G14780"
"265261_at"	0.220164593106819	3.51740483067548	2.5887461352248	0.0288229603929053	0.386157970604987	-3.78259568929479	"AT2G42990"
"265720_at"	0.328987321362449	9.33869648668129	2.58681319974094	0.0289152921435036	0.386157970604987	-3.7856795405144	"AT2G40110"
"245402_at"	0.244303927148413	3.34665874227391	2.58630411009968	0.0289396594585645	0.386257245318815	-3.78649170663154	"AT4G17585"
"253043_at"	0.242779855387446	7.97462956992055	2.58560419816225	0.0289731940033566	0.386478687261149	-3.78760826481558	"AT4G37540"
"249247_at"	-0.256707709811207	5.10986356054391	-2.58472389773617	0.0290154267418676	0.386815829329047	-3.78901254024439	"AT5G42310"
"251131_at"	-0.313817284637207	6.27274433479591	-2.58419224249551	0.029040962988778	0.386930120195108	-3.78986061988505	"AT5G01190"
"247879_at"	0.232724439726419	6.9727169918056	2.58283125269818	0.0291064362105696	0.387576071198537	-3.79203152799379	"AT5G57770"
"257777_x_at"	0.191101023251612	4.06836171558525	2.58174507648899	0.0291587951201628	0.388046742526787	-3.79376397894619	"AT3G29210"
"253631_at"	-0.231266620355692	9.56264982442627	-2.58057286419257	0.0292154073196134	0.388228295533758	-3.79563355407044	"AT4G30440"
"255259_at"	-0.315375888985049	10.8879387517955	-2.58040552992111	0.0292234977392136	0.388228295533758	-3.79590042868214	"AT4G05020"
"262313_at"	-0.27051013441555	6.95168300794177	-2.58053716024058	0.0292171333762019	0.388228295533758	-3.79569049703306	"AT1G70900"
"246247_at"	-0.269819820479186	9.36025172503156	-2.57979553945803	0.0292530090953474	0.388394142878273	-3.79687325900689	"AT4G36640"
"245071_at"	0.22134752214601	4.11563008304102	2.57920393901111	0.0292816592755906	0.388548370026888	-3.7978167324584	"AT2G23230"
"247513_at"	-0.243596570620191	8.8340444002899	-2.57731406798717	0.0293733709914034	0.389538716461577	-3.80083047878014	"AT5G61510"
"254857_at"	-0.299538457256952	6.33836802420657	-2.57641186779383	0.0294172544491929	0.389893999991918	-3.80226910284769	"AT4G12120"
"248626_at"	0.276518419303184	6.87928609051127	2.57411424755567	0.0295293087449865	0.39084246652201	-3.80593253309584	"AT5G48940"
"253296_at"	0.235268849459753	5.42446685271535	2.57392089822106	0.0295387578246368	0.39084246652201	-3.80624079880617	"AT4G33770"
"263149_at"	-0.323598983412381	3.38628125631969	-2.57389098968074	0.0295402197406377	0.39084246652201	-3.80628848309559	"AT1G53970"
"260030_at"	0.558619420515707	7.61111377733005	2.57305313132501	0.0295812033535734	0.391157825214498	-3.80762428238411	"AT1G68880"
"245250_at"	-0.949503494224136	7.6217278712084	-2.56983437237152	0.0297391785280887	0.391388893769872	-3.81275542942369	"AT4G17490"
"246178_s_at"	-0.196986773699434	3.33658960342808	-2.57119667830241	0.0296722143027717	0.391388893769872	-3.81058382769187	"AT5G28430"
"249288_at"	-0.246199169755877	3.9686667233448	-2.57065421504061	0.0296988609986584	0.391388893769872	-3.81144856645929	"AT5G41050"
"250335_at"	0.421777880014344	7.27353892739809	2.56955142626629	0.0297531057341937	0.391388893769872	-3.81320644447388	"AT5G11650"
"251275_at"	0.268296144773455	4.51886783981224	2.57119110133759	0.029672488130659	0.391388893769872	-3.81059271803313	"AT3G61720"
"251504_at"	0.327531018938168	4.80738807964197	2.57173808772106	0.0296456432536487	0.391388893769872	-3.80972074508409	"AT3G59030"
"254255_at"	0.258032518625979	3.36715230540733	2.57201936759094	0.0296318481361853	0.391388893769872	-3.80927233613185	"AT4G23220"
"262334_at"	0.231210085071152	4.10273100653208	2.56963306809183	0.0297490864803276	0.391388893769872	-3.81307630837363	"AT1G64010"
"262589_s_at"	0.225169001179055	3.92410903872814	2.56995726128088	0.0297331317100178	0.391388893769872	-3.81255954292476	"AT1G15150"
"254371_at"	0.238152040770475	3.82675534885402	2.56896785183744	0.0297818511382491	0.391541224474617	-3.81413663936119	"AT4G21760"
"254154_at"	0.244918001920118	5.42229071636246	2.56857254812642	0.0298013386030564	0.391571735907671	-3.81476672227537	"AT4G24460"
"251310_at"	0.382361122416235	5.87721485495659	2.56732424633978	0.0298629605788347	0.391704503049579	-3.81675633286585	"AT3G61150"
"253559_at"	0.235099813240772	7.29486039165423	2.56740604060784	0.0298589189296716	0.391704503049579	-3.81662596866797	"AT4G31140"
"262637_at"	-0.234472923224558	11.4578832799645	-2.56743852611479	0.029857313895568	0.391704503049579	-3.81657419291868	"AT1G06640"
"245221_s_at"	0.207457646166601	3.29522223452924	2.562488030471	0.0301029058509764	0.392614574070117	-3.82446334150258	"AT1G59265"
"247514_at"	0.238790166522847	7.47475486705267	2.56538040955289	0.0299591715593429	0.392614574070117	-3.8198542697248	"AT5G61640"
"249882_at"	0.310119729652919	7.75263746896505	2.56352996286524	0.0300510485258642	0.392614574070117	-3.82280307863671	"AT5G22890"
"253483_at"	-0.355247094000184	9.99051607573366	-2.56284578272412	0.0300850903089194	0.392614574070117	-3.82389329284848	"AT4G31910"
"253732_at"	-0.402661230710226	6.67895918366996	-2.56299506883207	0.0300776591997073	0.392614574070117	-3.8236554146165	"AT4G29140"
"253852_at"	0.226182659830467	3.46377082680221	2.56339488289974	0.030057766451722	0.392614574070117	-3.82301832634816	"AT4G28120"
"255972_at"	0.202627167730263	3.14643717145306	2.56359417002128	0.0300478558413869	0.392614574070117	-3.82270076505377	"AT3G29500"
"257234_at"	0.279185084167277	4.2213655630131	2.56245669323868	0.0301044669026144	0.392614574070117	-3.82451327428442	"AT3G14880"
"264115_at"	-0.214470201706264	4.37499161527956	-2.56278136598337	0.0300882973895281	0.392614574070117	-3.82399593638974	"AT2G31290"
"266458_at"	-0.227554794181676	9.19727163135205	-2.56374681884592	0.0300402667809203	0.392614574070117	-3.82245751901285	"AT2G47710"
"258503_at"	-0.244171928079019	3.6268937214136	-2.56006315763675	0.0302239397200645	0.393947465722669	-3.82832689387207	"AT3G02500"
"252073_at"	0.324796020142453	4.75242466282584	2.55856610425655	0.0302989059664332	0.394377275442571	-3.83071190389487	"AT3G51750"
"257787_at"	-0.174686888454385	7.29871021022938	-2.55802448785024	0.0303260737012832	0.394377275442571	-3.83157472601304	"AT3G27000"
"258977_s_at"	0.372290275232105	8.46534465155504	2.55898027008846	0.0302781476500024	0.394377275442571	-3.83005210020564	"AT3G02020"
