,Ensembl_gene_id,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,Gene_symbol
542,AT4G20940,370.008944063545,0.741541498456105,0.139534007889854,5.31441409639336,1.07001044147222e-07,4.0678164477002e-06,
543,AT5G09590,2655.65833035709,0.497169221341711,0.0937291669707721,5.30431708090125,1.1309558304345e-07,4.29159206005579e-06,MTHSC70-2
544,AT4G18170,17.6613341217078,-5.07792982864601,0.957382336844251,-5.30397275281265,1.13309232717963e-07,4.29179547822359e-06,WRKY28
545,AT5G10390,735.89275452277,0.57952210084588,0.109305045080692,5.30187879633606,1.14616931061527e-07,4.33336121930783e-06,
546,AT1G75640,300.528397061417,0.826735984428924,0.15600040689087,5.29957582102505,1.16072027375323e-07,4.38033722356873e-06,
547,AT3G26120,24.9647505346704,2.7973418604883,0.528590210608339,5.29208033812984,1.20932742396679e-07,4.55542807510708e-06,TEL1
548,AT3G18130,4393.54373584079,0.475276737030502,0.0898355869779977,5.29051741095548,1.21970809594223e-07,4.58614695563678e-06,RACK1C_AT
549,AT3G09630,17667.8808604703,0.410273579282249,0.0775583354513736,5.28987086809613,1.22402747632852e-07,4.59400476316013e-06,
550,AT2G38560,587.275417807435,0.550672185025372,0.104146429036632,5.28748023450404,1.24012756226014e-07,4.64596880370367e-06,TFIIS
551,AT5G45775,5851.80169174678,0.467462573717891,0.0884331286368979,5.28605717024069,1.24980848668059e-07,4.66502341742304e-06,
552,AT5G19520,3161.20377177633,0.386756482776837,0.0731663420637148,5.28598904725949,1.25027374778794e-07,4.66502341742304e-06,MSL9
553,AT2G37150,154.165978540519,-1.0493857896316,0.1985316439535,-5.28573565772412,1.25200579948311e-07,4.66502341742304e-06,
554,AT5G22020,518.255576172669,-0.851008851430138,0.16102949225725,-5.28480118455956,1.25841350829694e-07,4.68043507914411e-06,
555,AT5G11240,1070.65256773248,0.505411536322678,0.0958207735225278,5.27455078625361,1.33081661875402e-07,4.94080656386063e-06,
556,AT1G60710,1081.30201502371,-0.50474209740421,0.0958042488504353,-5.26847299008823,1.37563278346798e-07,5.09800602578376e-06,ATB2
557,AT1G74440,62.2331336171716,-1.54964774920416,0.294187768207674,-5.2675465014923,1.38259145352376e-07,5.11459549369068e-06,
558,AT1G76580,275.561947461578,-0.782409680487548,0.148548897082472,-5.26701776892471,1.38657790525821e-07,5.12015013223035e-06,
559,AT1G58410,119.782901143894,-1.17282477588314,0.222885194806259,-5.26201292509629,1.42486747275761e-07,5.25212777749025e-06,
560,AT5G20290,30276.6589172549,0.385261750686762,0.0732327413347298,5.26078559487238,1.43441217390839e-07,5.27786836488972e-06,
561,AT5G05500,546.178850430607,-0.778402008740677,0.148019472412517,-5.25878113233197,1.45013359544654e-07,5.32620369593153e-06,
562,AT4G37420,17.251329514076,-4.28350691549026,0.815255730666203,-5.25418804721545,1.48678913347276e-07,5.45111923402244e-06,
563,AT5G35360,5908.02908660185,0.338385349264322,0.0644181270156364,5.25295231235432,1.49680301212668e-07,5.47808633479046e-06,CAC2
564,AT2G39390,4683.17023330347,0.541074611766465,0.10310176460441,5.24796654880263,1.53787212225386e-07,5.61841402110653e-06,
565,AT4G28790,21.6619324154112,-5.88340412925738,1.12135777091814,-5.24667887612727,1.5486548413451e-07,5.64779345237446e-06,
566,AT1G54280,18.5942653786957,-3.32124016296627,0.633591382222046,-5.24192761479563,1.58907712012137e-07,5.78497068199661e-06,
567,AT2G39010,267.820972225112,-0.994394691139573,0.189832790756365,-5.23826619825549,1.62092151520639e-07,5.89049167915833e-06,PIP2E
568,AT1G21310,23161.2622125679,-0.421097379702877,0.080486258736275,-5.23191643287415,1.67761594596382e-07,6.0857881279198e-06,ATEXT3
569,AT4G35380,869.523703606144,-0.572253363261433,0.109388302303694,-5.23139450206194,1.68236039299891e-07,6.09227344424298e-06,
570,AT5G14520,3474.74091240957,0.384254886923002,0.0735250241633357,5.22617831541789,1.73049479369288e-07,6.25558688141084e-06,
571,AT2G17250,1458.9151102806,0.538326571470082,0.103012312841147,5.22584685871701,1.73359802071535e-07,6.25582963517334e-06,EMB2762
572,AT3G48770,25.1564841658169,-2.52027358756984,0.482462866155961,-5.22376697641045,1.75319384867444e-07,6.31548238670225e-06,
573,AT1G47500,1606.93884201232,0.425444777019748,0.081570324865708,5.21568079715476,1.83143325310379e-07,6.58580840841249e-06,ATRBP47C'
574,AT5G67510,2358.47300711876,0.438629681928948,0.0841156121522094,5.21460488375495,1.8420945291293e-07,6.61260588374724e-06,
575,AT4G31120,1495.86203942046,0.418766465738226,0.0803286720911386,5.21316305668672,1.85647577008155e-07,6.65264056391834e-06,PRMT5
576,AT5G01370,92.4245233144526,-1.22479681784368,0.235129939162922,-5.20902111489516,1.89839511198612e-07,6.79104709765175e-06,ACI1
577,AT3G20510,1208.61100419362,-0.443143342477907,0.085080874608564,-5.20849538179643,1.90378088980809e-07,6.79851043925403e-06,
578,AT1G79820,853.21253375884,-0.468100763701903,0.0899280644541212,-5.20528009296492,1.93704213075363e-07,6.90532060625928e-06,SGB1
579,AT5G08610,774.170728541685,0.545026024715969,0.104724589048,5.20437491968727,1.94650676004003e-07,6.92707630235316e-06,
580,AT3G17020,1432.79174403478,-0.457180976111608,0.0878727839941952,-5.2027596638091,1.96350728520973e-07,6.975528898577e-06,
581,AT1G44830,142.725580989688,-1.27907738590922,0.245882818203849,-5.20197952525824,1.97176953163146e-07,6.99282464703378e-06,
582,AT2G31570,1034.84575734765,-0.450389665545547,0.0866302590310559,-5.19898786616911,2.00376604018267e-07,7.09408921958141e-06,ATGPX2
583,AT2G22330,65.7224898882552,1.41709409357693,0.272590850092983,5.19861210709587,2.00782017254507e-07,7.0962495120568e-06,CYP79B3
584,AT1G01750,871.7374749491,-0.568822018189525,0.109437508931652,-5.1976879201881,2.01782514780763e-07,7.11939848811236e-06,ADF11
585,AT1G14780,110.865436357495,-1.133375078338,0.218146598017458,-5.19547445909426,2.04198371274269e-07,7.18094779902184e-06,
586,AT4G19710,1384.34547377615,0.426143181711656,0.0820223637967245,5.19545111827994,2.04223994672497e-07,7.18094779902184e-06,AK-HSDH II
587,AT3G25860,3136.57670962578,0.493950359950005,0.095182889491754,5.18948691920933,2.10874316203028e-07,7.40215551169233e-06,LTA2
588,AT3G07050,2816.41311463983,0.414114092579926,0.0798375005273453,5.18696213990425,2.13752164395783e-07,7.49041385608012e-06,
589,AT5G63530,390.705547983244,0.838920425715003,0.161887713398716,5.18211300970577,2.19386216832852e-07,7.67479286560427e-06,ATFP3
590,AT5G62440,1236.00360359573,0.521240688722256,0.100604028036449,5.18111152103584,2.20567563480043e-07,7.70304177204456e-06,
591,AT5G17800,26.4912774127917,2.57660246405643,0.497778590146738,5.17620185974027,2.26448450091212e-07,7.89504283270628e-06,AtMYB56
592,AT1G13340,37.9755335510399,-1.97619437323701,0.3821703225796,-5.17097811231902,2.32871845578175e-07,8.09698237803972e-06,
593,AT1G53025,134.52848100449,-0.992426831050991,0.191927061740822,-5.17085408409556,2.33026476591971e-07,8.09698237803972e-06,
594,AT3G55700,24.8005580823454,-2.57247427666906,0.498364012572058,-5.1618379573447,2.44536928154954e-07,8.48263199433135e-06,
595,AT3G63010,303.056196803158,-0.79244084535754,0.153581652067126,-5.15973643134916,2.47297741799611e-07,8.56398314248905e-06,ATGID1B
596,AT2G25210,5493.70359092209,0.437559809136487,0.0848155298859706,5.15895862143124,2.48327180081391e-07,8.58520393553199e-06,
597,AT5G62130,261.983077555459,-0.782814291123562,0.152074847963992,-5.14755925522225,2.63897654988145e-07,9.10822643388731e-06,
598,AT4G14970,262.877961219539,-0.737889227583433,0.143414988904167,-5.14513324737978,2.67330991831866e-07,9.211296131598e-06,
599,AT5G22100,665.717859741335,0.587613401164518,0.114267158026373,5.14245222611466,2.71175411891077e-07,9.3281625409276e-06,
600,AT5G49990,128.104568232054,-1.07531273870527,0.209138629413141,-5.14162659343558,2.72370034084482e-07,9.35364092051793e-06,
601,AT1G12270,1867.74548082762,0.425359799714998,0.0827595285963432,5.13970786118993,2.75165945143849e-07,9.43393394291015e-06,Hop1
602,AT3G52748,37.1678819791493,-1.94414488124808,0.378353802926762,-5.13843092420141,2.77041994299614e-07,9.4824755690092e-06,
603,AT4G31800,91.8220848077804,-1.25936655946885,0.245184420003646,-5.13640532073825,2.80043333912617e-07,9.56930828402897e-06,WRKY18
604,AT1G07320,309.194315935766,0.762591015058286,0.148508021764007,5.1350156442735,2.82120555297569e-07,9.60738131151289e-06,RPL4
605,AT5G14320,333.288785481585,0.815335969641289,0.158782248207246,5.13493151058736,2.82246790825043e-07,9.60738131151289e-06,
606,AT4G26010,558.856359093541,-0.916723006298749,0.17853398985436,-5.134725365442,2.82556324910304e-07,9.60738131151289e-06,
607,AT5G02240,545.346016435229,-0.582399712409631,0.113547372707777,-5.12913419765759,2.91077793854526e-07,9.88082033339787e-06,
608,AT1G60030,59.093657650108,-1.48325858072398,0.289275990890665,-5.12748595608336,2.93636876759101e-07,9.95129579871922e-06,ATNAT7
609,AT5G50310,1191.55946212988,0.491313331758158,0.0959120707050713,5.12253909384297,3.01448570131975e-07,1.01992574508528e-05,
610,AT5G14920,424.144550328541,-0.736079710999391,0.143703786989506,-5.12220120582587,3.0198939520129e-07,1.02008057182337e-05,
611,AT5G35190,743.561112197458,-0.856820320701638,0.167621896779785,-5.11162525399229,3.19398943223212e-07,1.07712196810381e-05,
612,AT3G07110,9089.61412748922,0.46543425793608,0.0910763232073792,5.110376018104,3.21518250254207e-07,1.08249731151764e-05,
613,AT2G27840,2681.84400513294,0.601404091555703,0.117812816662752,5.10474249399594,3.31245262669404e-07,1.11342718389936e-05,HDT4
614,AT2G25490,2252.21741310518,-0.413248532352176,0.0810149004954825,-5.10089538868494,3.3805038130973e-07,1.13445083174055e-05,EBF1
615,AT3G13160,980.99484784934,0.560996461734427,0.110029431150678,5.09860367237726,3.42168115494146e-07,1.14640227963527e-05,
616,AT3G23940,3443.17263488486,0.426971632924822,0.0837809271966425,5.0962867947579,3.4638025731418e-07,1.15863071460368e-05,
617,AT1G04990,1082.50085423308,-0.458058559146808,0.0899031043662251,-5.09502494241892,3.48695344267884e-07,1.16448420885571e-05,
618,AT1G65370,321.294928881668,-0.764931055096762,0.150172898821632,-5.09366910473847,3.51199507891292e-07,1.17094916830098e-05,
619,AT2G25530,185.859733416975,-0.897616240318867,0.176308762190982,-5.09116069538591,3.55878252429802e-07,1.1846318887425e-05,
620,AT3G49390,1131.99662757895,-0.429686354299619,0.0844281762767121,-5.08937150189444,3.59252198518099e-07,1.19393412104281e-05,CID10
621,AT3G46740,1837.56254317255,0.401813709694801,0.0790117171177545,5.08549521960092,3.6666806782882e-07,1.21661763890706e-05,TOC75-III
622,AT1G19230,234.045021636015,-0.90889882864472,0.178796321488998,-5.08343136522888,3.70676561064364e-07,1.22794060140373e-05,
623,AT5G11410,16.4047626352154,-6.47377649476462,1.27381038794809,-5.08221361359193,3.73061526777888e-07,1.23385758575576e-05,
624,AT4G27380,784.940498888526,0.557675085467562,0.109964907860369,5.07139137674433,3.94917653829991e-07,1.30405100275112e-05,
625,AT1G49360,148.773368632119,-0.973948271341975,0.192086919421817,-5.07035187129641,3.97080869549415e-07,1.30909621073051e-05,
626,AT5G46050,102.084726889419,-1.16686782621019,0.230300022334511,-5.06672910571982,4.0470958190912e-07,1.33211516537339e-05,ATPTR3
627,AT1G23280,1194.27994642756,0.440709076865156,0.0870482454633091,5.06281401215507,4.13112833336612e-07,1.35760604958547e-05,
628,AT4G16630,1732.98270832925,0.39806639331845,0.0786424178645485,5.06172628115362,4.15477234488296e-07,1.3614875294965e-05,
629,AT5G59970,1904.52869983681,0.494244604821624,0.0976469866703215,5.06154487378404,4.15872827938311e-07,1.3614875294965e-05,
630,AT5G27660,2342.4392188948,-0.658929367221815,0.130188202179353,-5.0613600632878,4.16276216249839e-07,1.3614875294965e-05,
631,AT4G29510,1628.96133520841,0.45357215793471,0.0896289902430198,5.06055191188583,4.18044618157333e-07,1.36510449399871e-05,ATPRMT11
632,AT1G47490,2185.67690307292,0.381822116288002,0.0754801468851968,5.05857675222522,4.22397233204596e-07,1.37713528325644e-05,ATRBP47C
633,AT5G09300,598.713498352842,0.536702965293829,0.106116654255787,5.0576694964406,4.24411155922491e-07,1.38151530296729e-05,
634,AT5G45840,280.080896863075,-0.792308904467902,0.156728497935519,-5.05529571778244,4.29724385470513e-07,1.39660425277917e-05,
635,AT2G07680,817.187844196422,0.474271406378828,0.0938298850687695,5.05458794957733,4.31320963510718e-07,1.39918473496151e-05,ATMRP11
636,AT2G18330,846.590487449586,0.490389058914542,0.0970233181388104,5.05434227896583,4.31876482133231e-07,1.39918473496151e-05,
637,AT3G47350,6306.26899275711,0.360711026380994,0.0713807468666176,5.05333780066802,4.34155031420859e-07,1.40435862204502e-05,ATHSD2
638,AT2G41730,34.1471583338518,-2.23886407249113,0.443151249758979,-5.0521443270414,4.36877373589035e-07,1.41094957410691e-05,
639,AT4G00620,807.202334116309,0.535842226876546,0.106108824294241,5.04993086522802,4.41969989001125e-07,1.42516300835183e-05,
640,AT5G56010,10511.1118749025,0.540435491828607,0.107058068433344,5.04805942921615,4.4632032393338e-07,1.43468029834662e-05,HSP81-3
641,AT5G07090,13965.6427320378,0.394497719871519,0.0781520586203264,5.04782249931565,4.46874027570255e-07,1.43468029834662e-05,
642,AT2G38040,4576.00874263171,0.33196742577724,0.0657653274746693,5.04775751181507,4.47026018704543e-07,1.43468029834662e-05,CAC3
643,AT1G48570,555.582737008432,0.527165985386159,0.104441694937396,5.04746677753697,4.47706591524814e-07,1.43468029834662e-05,
644,AT4G30650,1217.07848628447,-0.510578387594771,0.101247413402897,-5.04287833569647,4.5858084677825e-07,1.4658176169309e-05,
645,AT5G20930,417.193112633629,-0.630755772362766,0.125081266049838,-5.04276773239124,4.58846087318819e-07,1.4658176169309e-05,TSL
646,AT5G61170,8968.20546940188,0.500795891599817,0.0993245273042778,5.04201635982262,4.60651893903047e-07,1.46930840152822e-05,
647,AT2G04025,259.466716350456,0.749712144476354,0.148795230559968,5.03854956677661,4.69072949799817e-07,1.49299758420997e-05,RGF3
648,AT2G01420,973.890869585436,0.619130376657845,0.122883218282905,5.03836394675527,4.695279954225e-07,1.49299758420997e-05,PIN4
649,AT3G07430,933.907965434017,0.457330253913701,0.0907952369133971,5.03694102753336,4.73030437714043e-07,1.50181697520768e-05,emb1990
650,AT1G63100,683.258138557476,0.678411070694024,0.134719461229016,5.03573176811302,4.76026763070634e-07,1.5087936677175e-05,
651,AT5G07600,9.82558432316838,-6.71193084390106,1.33293191489301,-5.03546412904353,4.76692393925791e-07,1.5087936677175e-05,
652,AT4G05410,937.598367150664,0.531336052171979,0.105596361849555,5.0317647584202,4.85985367660693e-07,1.53584792954733e-05,YAO
653,AT5G65090,153.996780208379,-0.981919137842584,0.195218874968495,-5.02983708927249,4.90896750693835e-07,1.54899349893514e-05,MRH3
654,AT3G10690,1269.85135861104,0.502864881704919,0.100013776945548,5.02795611827258,4.95735277972685e-07,1.56186932761883e-05,GYRA
655,AT3G54030,834.947692495074,-0.538198380134296,0.107155703879868,-5.02258265913373,5.09812443669219e-07,1.60376876363424e-05,
656,AT1G77580,722.095272544149,0.54590885856806,0.10873355395109,5.02061083015476,5.15074214991461e-07,1.61785124998461e-05,
657,AT5G02770,3004.76106441048,0.37172173795333,0.0740814757527432,5.0177420762243,5.22823023817816e-07,1.63969077713335e-05,
658,AT1G72370,21899.3056481051,0.418876120845712,0.0834938085014419,5.01685248719345,5.25248646602619e-07,1.64479458408008e-05,P40
659,AT4G22217,287.119691824737,-0.795075210420844,0.158498716590422,-5.01628800235275,5.26793438590585e-07,1.64712880154158e-05,
660,AT3G28510,19.1687014913145,-5.80595659454052,1.15857628688988,-5.01128554091695,5.40676167686338e-07,1.68526001359696e-05,
661,AT5G59850,8753.72231395975,0.476348757028015,0.0950566219610903,5.01121065740165,5.40886638971686e-07,1.68526001359696e-05,
662,AT3G45930,1358.90538896174,0.449586401382096,0.0897196628980221,5.01101304730835,5.41442430963934e-07,1.68526001359696e-05,
663,AT5G47930,8164.06224110899,0.508528145587717,0.10155179657638,5.00757409254929,5.51203360339225e-07,1.7130535806621e-05,
664,AT1G16630,443.897494828156,0.626333512800415,0.125150248853354,5.00465255593962,5.5962877058487e-07,1.73661909908151e-05,
665,AT1G07820,2874.23349419394,0.42671046137065,0.0853168866908271,5.00147717434851,5.68927038062748e-07,1.76281828861397e-05,
666,AT4G15770,1313.00432398143,0.437679314630075,0.0876940369413392,4.99098148398448,6.00732567786938e-07,1.85857275664412e-05,
667,AT4G25330,47.3301275942905,-5.5651918752245,1.11643765889146,-4.9847762039399,6.20335720086496e-07,1.91634445463002e-05,
668,AT1G62980,343.395306416815,-0.959853195419935,0.192569156578372,-4.98445967399403,6.2135202547169e-07,1.91661055162338e-05,ATEXPA18
669,AT5G13120,1111.03294642026,0.463697016788518,0.0930559602099411,4.9829910490675,6.26088478962036e-07,1.92833379805871e-05,ATCYP20-2
670,AT4G38660,845.154596418319,0.550054452363031,0.110461048189567,4.97962368978303,6.3708025921766e-07,1.95925951360894e-05,
671,AT1G62390,1537.00078888122,0.39907546196835,0.0801698278390563,4.97787600055107,6.42858167329917e-07,1.97408234542965e-05,Phox2
672,AT1G71170,348.708156105082,-0.708709943524167,0.142391473794246,-4.9771936804885,6.45127615468037e-07,1.97810335070222e-05,
673,AT5G06360,3553.62651507686,0.403108435243444,0.0810310027192806,4.97474326758551,6.53341702119661e-07,2.00031289333962e-05,
674,AT1G53440,69.0954036123694,-1.42480965557667,0.286538394590513,-4.97249123494547,6.60979605541476e-07,2.02069507005669e-05,
675,AT3G22660,1350.96475107995,0.459793990874387,0.0925875665614199,4.96604466399247,6.83322237715984e-07,2.08590440120561e-05,
676,AT2G01610,16.7629749195345,-5.60162850569607,1.12848482396608,-4.96384921332752,6.91096062108467e-07,2.10651395854215e-05,
677,AT1G33040,843.208754840229,0.553890379567587,0.111605977759152,4.96290961011867,6.94449060109511e-07,2.11265467959123e-05,NACA5
678,AT5G33320,5255.21762485319,0.42499446028616,0.0856375670678289,4.96271058178877,6.95161306849238e-07,2.11265467959123e-05,CUE1
679,AT3G56100,314.292416431112,0.737681854769111,0.148664462716118,4.96205913162819,6.9749752513584e-07,2.11663276957643e-05,MRLK
680,AT1G41880,7900.96504028174,0.485961612695438,0.0979906753953501,4.95926383540876,7.07608119259853e-07,2.14415666137489e-05,
681,AT5G57540,58.5085922421232,-1.55997036827264,0.314583525342621,-4.95884317709783,7.09141813179982e-07,2.14564861388745e-05,XTH13
682,AT3G11940,14428.5834825785,0.337136318334124,0.0679953330371269,4.95822732642606,7.11392944493336e-07,2.14930375678668e-05,ATRPS5A
683,AT3G23810,7644.07517345634,-0.578674465372986,0.117058090374438,-4.94348116838365,7.67397660398429e-07,2.31511402525763e-05,SAHH2
684,AT2G22300,599.780949204828,-0.51944815331443,0.105258562866434,-4.93497288171773,8.01618970794848e-07,2.4148185516415e-05,CAMTA3
685,AT2G05990,4629.71978489821,0.399289067887705,0.081017933083304,4.92840353600664,8.2904249209268e-07,2.49378402183499e-05,MOD1
686,AT2G20450,4247.18839165982,0.485106808627061,0.0985028881518911,4.92479781789776,8.44476226284448e-07,2.53650621612115e-05,
687,AT3G25130,17.6106548825202,-3.22635556952985,0.655248689366566,-4.92386420894454,8.48517275951234e-07,2.54493427525112e-05,
688,AT4G08950,790.713756957078,-0.702998562585478,0.142784410693961,-4.92349661401242,8.50113484665787e-07,2.54601574877014e-05,EXO
689,AT4G39180,31.8193873926876,-2.09344816577704,0.425708661764572,-4.91756065544839,8.7629309263497e-07,2.62061236193666e-05,SEC14
690,AT3G48930,12321.4030036486,0.508108943604841,0.103371463855287,4.91536952902357,8.86151504625151e-07,2.64625387721757e-05,EMB1080
691,AT5G41315,320.761675338511,0.628687412718376,0.127920293097252,4.91468083363765,8.89272110520701e-07,2.65172964360044e-05,GL3
692,AT3G51920,606.036302214705,-0.676419205289503,0.137648667062137,-4.91409920434723,8.91915819665065e-07,2.65576957575125e-05,CAM9
693,AT3G18190,4360.47899329757,0.336401336776463,0.0684859416622588,4.91197651096688,9.01628563286529e-07,2.68081624047892e-05,
694,AT1G03550,487.823135277698,-0.564864830190574,0.1150179876122,-4.91109992373627,9.0566917888955e-07,2.68895006210651e-05,
695,AT5G48150,451.53773215343,-0.55865753086218,0.113844338406409,-4.90720521268127,9.23833582422945e-07,2.73893395191723e-05,PAT1
696,AT5G02890,129.972245562984,-1.10300264801601,0.224844239215716,-4.90563001241845,9.31279285602253e-07,2.75704162066587e-05,
697,AT5G16620,724.264216214562,0.503094462495722,0.102613321020873,4.90281824514174,9.44713877371057e-07,2.79280192872749e-05,PDE120
698,AT3G10610,2472.47709793001,0.50797868248299,0.103631488128873,4.90177929174659,9.49725037692223e-07,2.8035937538178e-05,
699,AT3G27110,154.76966559475,-0.961879511791241,0.196298921285749,-4.90007538243703,9.57998911474132e-07,2.82397247080465e-05,
700,AT1G64880,3670.56547066775,0.384106032704962,0.0784028398108215,4.89913418483021,9.62598902588172e-07,2.83028386646555e-05,
701,AT3G11260,25.4087474971818,-2.38882405354334,0.487607126479817,-4.89907534942932,9.628871586471e-07,2.83028386646555e-05,WOX5
702,AT5G47070,62.6949564809491,-1.47173738800782,0.300522633749768,-4.8972597159962,9.71823570768475e-07,2.85248214753339e-05,
703,AT3G53020,12507.6247078234,0.459599026683492,0.0938583714415419,4.89672918488411,9.74449843096721e-07,2.856122193031e-05,STV1
704,AT3G28900,3803.74395539912,0.461854206458767,0.0943307087491445,4.8961172091581,9.77487774550663e-07,2.86095676059892e-05,
705,AT5G01840,87.7519099252763,-1.15139006963741,0.235200840808174,-4.89534844212766,9.81316961570106e-07,2.86809021179461e-05,ATOFP1
706,AT2G18760,376.84546378259,-0.655631567156682,0.133985894428997,-4.89328798341619,9.91651344818949e-07,2.89418922946097e-05,CHR8
707,AT3G27360,1234.30937432745,0.470172255177452,0.096156189895435,4.88967226851168,1.01003997188438e-06,2.94368792371677e-05,
708,AT3G13860,1774.49567993188,0.4891570591072,0.100138060194374,4.88482658998704,1.03519921592194e-06,3.01275139040558e-05,HSP60-3A
709,AT2G01150,300.15195236644,-0.740414322506749,0.151591698902513,-4.88426693458262,1.03814356254655e-06,3.01705897126539e-05,RHA2B
710,AT3G14560,55.3450374048985,-1.45405460813353,0.297823256398855,-4.88227355282897,1.04869636459293e-06,3.04343501301935e-05,
711,AT3G57940,852.058014952253,0.584109726955767,0.119716701861745,4.87909972353172,1.06571172675685e-06,3.08846555975034e-05,
712,AT3G53730,2275.01931581765,0.428960954745795,0.0879394586967004,4.87791215801388,1.07214649526379e-06,3.102749794229e-05,
713,AT4G16141,984.777120359694,0.438040776207355,0.0898100322326061,4.87741475331885,1.07485275561689e-06,3.1038331913132e-05,
714,AT4G32605,637.390283017947,0.567754317065048,0.116407746688797,4.8772898128754,1.07553355913498e-06,3.1038331913132e-05,
715,AT2G29550,4477.71580910773,0.45163090303031,0.0926291137209167,4.87569064291205,1.08428420825742e-06,3.12470994561457e-05,TUB7
716,AT3G15370,35.9270737226574,-2.01211748680938,0.412895063116721,-4.87319337659548,1.09808642656933e-06,3.16006575690796e-05,ATEXPA12
717,AT1G67590,884.555246039276,0.471553710949621,0.0967728955823587,4.87278703517045,1.10034818157717e-06,3.16215819824233e-05,
718,AT2G17360,9064.26156219464,0.397238742747525,0.0815868540945895,4.86890623686725,1.12217634139035e-06,3.22039603263901e-05,
719,AT5G57120,1607.53969015454,0.410878962687051,0.0844493337916052,4.86539021966678,1.14231203066418e-06,3.27362161221633e-05,
720,AT4G32280,20.7312676402025,-2.65933039039587,0.546915430359193,-4.8624160935619,1.15961539316946e-06,3.31859377448011e-05,IAA29
721,AT1G65030,759.020360904828,0.508836690908755,0.10466449942474,4.86159771178803,1.16442078190394e-06,3.32772402373518e-05,
722,AT2G43650,1679.46610236448,0.391670337944954,0.0806594596470105,4.85585124992182,1.19870663619979e-06,3.42096263696631e-05,EMB2777
723,AT5G18180,35.8909057889505,-1.96819421859485,0.405570242084399,-4.85290589486906,1.21665432000519e-06,3.46738067271189e-05,
724,AT4G22590,1361.29692099282,-0.594808471157158,0.122660203819058,-4.84923759000586,1.23936903561592e-06,3.52723742802016e-05,TPPG
725,AT2G37470,1128.42843811385,0.489159646258228,0.100967940411497,4.84470262802874,1.26801451262622e-06,3.60378469416045e-05,
726,AT4G13710,164.756520791752,1.01730063186072,0.210033309980383,4.84352044899797,1.27558586413614e-06,3.6203094670145e-05,
727,AT4G14200,326.073491970367,0.620001754615797,0.128186645599258,4.83671096717882,1.3200515828584e-06,3.74135665265437e-05,
728,AT3G28500,19.8780244635007,-2.77191567145965,0.57332475981252,-4.83480893510701,1.3327357971748e-06,3.77211828307512e-05,
729,AT1G06950,1645.28051059537,0.416198240333502,0.0861872744210028,4.82899874870715,1.37221270633971e-06,3.87421865732194e-05,ATTIC110
730,AT5G04130,855.668547351722,0.529637675153656,0.109679745797324,4.82894696102203,1.37256958012376e-06,3.87421865732194e-05,GYRB2
731,AT4G34200,9827.22655770394,0.336686535851955,0.069753800151017,4.8267841339544,1.38755378854497e-06,3.90732732765418e-05,EDA9
732,AT4G22070,94.998182901066,-1.17893742047925,0.24425295623842,-4.8267068642087,1.38809201836586e-06,3.90732732765418e-05,WRKY31
733,AT3G59940,9.84545178377924,-6.72008772947836,1.39386576958136,-4.82118714451011,1.4270639702973e-06,4.00741300706678e-05,
734,AT1G06640,891.74127899672,-0.457824222014007,0.0949621935353581,-4.82112096371849,1.42753756233294e-06,4.00741300706678e-05,
735,AT4G09200,676.853329048563,-0.470647478823952,0.0976759895188547,-4.8184562157223,1.44673264721286e-06,4.05026171138873e-05,
736,AT4G09310,676.853329048563,-0.470647478823952,0.0976759895188547,-4.8184562157223,1.44673264721286e-06,4.05026171138873e-05,
737,AT4G34300,8.67337453811947,-6.53214629867279,1.35671014455449,-4.81469555224546,1.47424475145726e-06,4.12168427459658e-05,
738,AT5G38550,292.207808348214,-0.767003031095351,0.159349899268807,-4.81332611200146,1.48438764044357e-06,4.14441833757993e-05,
739,AT3G49780,116.457681149329,-1.0777206053226,0.22414160216881,-4.80821317816283,1.52285324339938e-06,4.24606103927526e-05,ATPSK4
740,AT5G58420,11618.4594587935,0.462833207909502,0.0962951528903407,4.80640192177242,1.53670815822137e-06,4.27890156758802e-05,
741,AT5G18470,90.1307146788706,-1.18573905795012,0.24672598434715,-4.80589452743557,1.54061106760551e-06,4.28397989851708e-05,
742,AT5G15750,1083.44382668959,0.479097817432993,0.0997004839476731,4.80537103194447,1.54464781549226e-06,4.2894162046116e-05,
743,AT2G41970,460.618078264766,-0.575779827408492,0.119849186256665,-4.80420306046485,1.55369089388832e-06,4.30872151663106e-05,
744,AT5G35620,2999.77272562701,0.408358437306099,0.0850583698840452,4.8009200959622,1.57938282771429e-06,4.37408375874369e-05,LSP1
745,AT2G47110,13497.731929315,0.442681946385689,0.0922142717159014,4.80057954314845,1.58207119711194e-06,4.37564792167671e-05,UBQ6
746,AT4G38062,251.317924256966,0.780035070467175,0.162522262413262,4.79955828133687,1.59015957590787e-06,4.39212306455519e-05,
747,AT3G03470,80.2813905276672,-1.19677041564318,0.249403860630541,-4.79852401890457,1.59839142571909e-06,4.40894984296411e-05,CYP89A9
748,AT5G19300,673.115133097996,0.559875594731544,0.116693997987758,4.79780969360806,1.60410074762023e-06,4.41878287496186e-05,
749,AT2G37230,1236.46983654238,0.407362014913831,0.0849289763326802,4.7965021186424,1.61460250518305e-06,4.44177364743615e-05,
750,AT4G25730,3004.72633736757,0.36188924780537,0.0754759828646851,4.79476032069927,1.62869440947727e-06,4.47456644097055e-05,
